fir_number,crime_type,incident_date,incident_time,district,police_station,severity,status,latitude,longitude,description,modus_operandi
FIR000425,Sexual Offence,2025-05-27,10:46,Mysuru,Krishnaraja,HIGH,UNDER_INVESTIGATION,12.3301,76.6224,Sexual Offence reported at Banashankari 2nd Stage. Harassment.,Harassment
FIR000426,Domestic Violence,2025-05-28,18:52,Dakshina Kannada,Sullia,CRITICAL,PENDING,12.8594,74.8775,Domestic Violence reported at HSR Layout Sector 3. Marital rape.,Marital rape
FIR000427,Cybercrime,2025-05-29,12:53,Dakshina Kannada,Puttur,CRITICAL,PENDING,12.8278,74.8636,Cybercrime reported at Whitefield Main Road. Credential theft.,Credential theft
FIR000428,Burglary,2025-05-30,20:29,Chikkamagaluru,Chikkamagaluru Town,MEDIUM,CLOSED,13.3112,75.7243,Burglary reported at Electronic City Phase 1. Lock picking.,Lock picking
FIR000429,Vehicle Theft,2025-05-01,18:14,Chikkaballapur,Main Police Station,LOW,PENDING,13.4772,77.7232,Vehicle Theft reported at Hebbal Ring Road. Lock breaking.,Lock breaking
FIR000430,Fraud,2025-05-02,21:55,Chamarajanagar,Main Police Station,LOW,CLOSED,11.884,76.9678,Fraud reported at Yelahanka New Town. Online scam.,Online scam
FIR000431,Criminal Trespass,2025-05-03,00:28,Kolar,KGF,HIGH,PENDING,13.1193,78.1648,Criminal Trespass reported at Kumaraswamy Layout. Encroachment.,Encroachment
FIR000432,Vehicle Theft,2025-05-04,11:58,Mysuru,Vijayanagar,HIGH,PENDING,12.2494,76.6831,Vehicle Theft reported at Banashankari 2nd Stage. Valet theft.,Valet theft
FIR000433,Murder,2025-05-05,01:09,Vijayanagara,Kampli,LOW,UNDER_INVESTIGATION,15.3083,76.6031,Murder reported at Kumaraswamy Layout. Strangulation.,Strangulation
FIR000434,Chain Snatching,2025-05-06,20:11,Bengaluru Rural,Doddaballapura,MEDIUM,CLOSED,13.1077,77.5785,Chain Snatching reported at Peenya Industrial Area. Pedestrian snatch.,Pedestrian snatch
FIR000435,Fraud,2025-05-07,08:49,Chamarajanagar,Main Police Station,MEDIUM,CLOSED,11.9248,76.9766,Fraud reported at MG Road. Property fraud.,Property fraud
FIR000436,Cybercrime,2025-05-08,23:26,Bengaluru Urban,Koramangala,CRITICAL,UNDER_INVESTIGATION,12.9224,77.5923,Cybercrime reported at Kengeri Satellite Town. Social engineering.,Social engineering
FIR000437,Cybercrime,2025-05-09,07:24,Chamarajanagar,Main Police Station,HIGH,PENDING,11.9449,76.9447,Cybercrime reported at Basavanagudi. Phishing link.,Phishing link
FIR000438,Vehicle Theft,2025-05-10,20:54,Chikkaballapur,Main Police Station,CRITICAL,COLD,13.4239,77.745,Vehicle Theft reported at Padmanabhanagar. Towing.,Towing
FIR000439,Murder,2025-05-11,04:03,Bengaluru Urban,Cubbon Park,HIGH,COLD,12.9268,77.6034,Murder reported at Nagarbhavi. Sharp weapon.,Sharp weapon
FIR000440,Sexual Offence,2025-05-12,06:07,Bidar,Humnabad,MEDIUM,COLD,17.9267,77.5151,Sexual Offence reported at Kumaraswamy Layout. Workplace harassment.,Workplace harassment
FIR000441,Chain Snatching,2025-05-13,14:56,Haveri,Ranebennur,CRITICAL,CLOSED,14.7657,75.3956,Chain Snatching reported at BTM Layout Stage 2. Pedestrian snatch.,Pedestrian snatch
FIR000442,Assault,2025-05-14,13:10,Haveri,Hangal,LOW,COLD,14.8107,75.3975,Assault reported at Dasarahalli. Confrontation.,Confrontation
FIR000443,Arson,2025-05-15,05:20,Chitradurga,Hosadurga,MEDIUM,CLOSED,14.2166,76.3814,Arson reported at Hebbal Ring Road. Forest fire.,Forest fire
FIR000444,Arson,2025-05-16,03:07,Shivamogga,Tirthahalli,MEDIUM,CLOSED,13.9432,75.5959,Arson reported at Dasarahalli. Forest fire.,Forest fire
FIR000445,Domestic Violence,2025-05-17,01:00,Dakshina Kannada,Mangaluru North,CRITICAL,CLOSED,12.9005,74.8927,Domestic Violence reported at Yelahanka New Town. Verbal abuse.,Verbal abuse
FIR000446,Sexual Offence,2025-05-18,18:33,Vijayanagara,Hospet,CRITICAL,CLOSED,15.3092,76.5903,Sexual Offence reported at Kumaraswamy Layout. Stalking.,Stalking
FIR000447,Robbery,2025-05-19,08:28,Raichur,Raichur Town,HIGH,CLOSED,16.2537,77.3762,Robbery reported at MG Road. Bank robbery.,Bank robbery
FIR000448,Domestic Violence,2025-05-20,21:49,Kolar,Kolar Town,LOW,COLD,13.1344,78.1335,Domestic Violence reported at Malleshwaram 8th Cross. Marital rape.,Marital rape
FIR000449,Kidnapping,2025-05-21,14:18,Vijayanagara,Kampli,MEDIUM,UNDER_INVESTIGATION,15.2172,76.5837,Kidnapping reported at Kengeri Satellite Town. For ransom.,For ransom
FIR000450,Sexual Offence,2025-05-22,15:34,Ballari,Hospet,CRITICAL,UNDER_INVESTIGATION,15.1681,76.8886,Sexual Offence reported at Subramanyapura. Stalking.,Stalking
FIR000451,Pickpocketing,2025-05-23,20:30,Belagavi,Maruti,LOW,UNDER_INVESTIGATION,15.8753,74.5471,Pickpocketing reported at Kumaraswamy Layout. Bus pick.,Bus pick
FIR000452,Vehicle Theft,2025-05-24,06:50,Udupi,Karkala,CRITICAL,UNDER_INVESTIGATION,13.3362,74.7848,Vehicle Theft reported at JP Nagar 6th Phase. Valet theft.,Valet theft
FIR000453,Fraud,2025-05-25,05:58,Chikkamagaluru,Chikkamagaluru Town,LOW,UNDER_INVESTIGATION,13.3143,75.7387,Fraud reported at Jayanagar 4th Block. Property fraud.,Property fraud
FIR000454,Murder,2025-05-26,17:22,Tumakuru,Tiptur,LOW,COLD,13.3319,77.1454,"Murder reported at 12th Main, Indiranagar. Strangulation.",Strangulation
FIR000455,Vehicle Theft,2025-05-27,15:09,Hassan,Sakleshpur,HIGH,COLD,12.9985,76.1328,Vehicle Theft reported at Dasarahalli. Lock breaking.,Lock breaking
FIR000456,Robbery,2025-05-28,21:18,Chikkaballapur,Main Police Station,LOW,PENDING,13.4341,77.753,Robbery reported at Kumaraswamy Layout. Chain snatching.,Chain snatching
FIR000457,Arson,2025-05-29,02:35,Mandya,Mandya Town,MEDIUM,CLOSED,12.5467,76.8622,Arson reported at Peenya Industrial Area. Industrial arson.,Industrial arson
FIR000458,Assault,2025-05-30,14:48,Shivamogga,Sagara,HIGH,UNDER_INVESTIGATION,13.9791,75.6148,Assault reported at Kengeri Satellite Town. Road rage.,Road rage
FIR000459,Burglary,2025-05-01,07:58,Mysuru,Nazarbad,HIGH,COLD,12.2957,76.6803,Burglary reported at Jayanagar 4th Block. Disguised entry.,Disguised entry
FIR000460,Murder,2025-05-02,01:12,Kolar,KGF,CRITICAL,UNDER_INVESTIGATION,13.1812,78.1058,Murder reported at Marathahalli Bridge. Poisoning.,Poisoning
FIR000461,Murder,2025-05-31,01:28,Dakshina Kannada,Sullia,LOW,CLOSED,12.8853,74.8435,Murder reported at Rajajinagar. Strangulation.,Strangulation
FIR000462,Pickpocketing,2025-06-01,11:08,Raichur,Lingsugur,CRITICAL,CLOSED,16.2248,77.3247,"Pickpocketing reported at 12th Main, Indiranagar. Bus pick.",Bus pick
FIR000463,Burglary,2025-06-02,19:42,Mysuru,Udayagiri,CRITICAL,COLD,12.3158,76.6801,Burglary reported at Padmanabhanagar. Window break.,Window break
FIR000464,Burglary,2025-06-03,15:23,Mysuru,Udayagiri,HIGH,COLD,12.2645,76.6601,Burglary reported at Whitefield Main Road. Forceful entry.,Forceful entry
FIR000465,Fraud,2025-06-04,00:12,Mysuru,Nazarbad,CRITICAL,UNDER_INVESTIGATION,12.328,76.6701,Fraud reported at Jayanagar 4th Block. Identity theft.,Identity theft
FIR000466,Fraud,2025-06-05,06:00,Bengaluru Urban,Jayanagar,LOW,UNDER_INVESTIGATION,13.0078,77.5597,Fraud reported at MG Road. Credit card fraud.,Credit card fraud
FIR000467,Burglary,2025-06-06,09:03,Mysuru,Nazarbad,HIGH,UNDER_INVESTIGATION,12.3067,76.6066,Burglary reported at Subramanyapura. Forceful entry.,Forceful entry
FIR000468,Vehicle Theft,2025-06-07,05:59,Raichur,Manvi,MEDIUM,CLOSED,16.2111,77.3733,Vehicle Theft reported at Brigade Road. Lock breaking.,Lock breaking
FIR000469,Criminal Trespass,2025-06-08,15:36,Mysuru,Udayagiri,CRITICAL,CLOSED,12.3208,76.6323,Criminal Trespass reported at Whitefield Main Road. Boundary violation.,Boundary violation
FIR000470,Criminal Trespass,2025-06-09,17:20,Ballari,Sandur,HIGH,COLD,15.1302,76.9495,Criminal Trespass reported at Uttarahalli. Boundary violation.,Boundary violation
FIR000471,Burglary,2025-06-10,13:13,Mandya,Maddur,CRITICAL,CLOSED,12.5474,76.9398,Burglary reported at Koramangala 1st Cross. Forceful entry.,Forceful entry
FIR000472,Drug Offence,2025-06-11,19:08,Yadgiri,Shahapur,HIGH,PENDING,16.7509,77.1155,Drug Offence reported at Kengeri Satellite Town. Transportation.,Transportation
FIR000473,Sexual Offence,2025-06-12,19:58,Ballari,Ballari Town,MEDIUM,UNDER_INVESTIGATION,15.1442,76.9646,Sexual Offence reported at Padmanabhanagar. Harassment.,Harassment
FIR000474,Domestic Violence,2025-06-13,04:17,Haveri,Ranebennur,LOW,COLD,14.7989,75.4344,Domestic Violence reported at JP Nagar 6th Phase. Verbal abuse.,Verbal abuse
FIR000475,Cybercrime,2025-06-14,23:00,Mandya,Maddur,MEDIUM,CLOSED,12.5137,76.8984,Cybercrime reported at Peenya Industrial Area. Credential theft.,Credential theft
FIR000476,Robbery,2025-06-15,22:09,Dharwad,Dharwad Town,HIGH,UNDER_INVESTIGATION,15.4169,75.0525,Robbery reported at Dasarahalli. Home invasion.,Home invasion
FIR000477,Murder,2025-06-16,10:21,Yadgiri,Yadgiri Town,CRITICAL,COLD,16.7833,77.1324,Murder reported at Kumaraswamy Layout. Poisoning.,Poisoning
FIR000478,Sexual Offence,2025-06-17,06:38,Bengaluru Urban,Yeshwanthpur,LOW,PENDING,12.9377,77.6445,Sexual Offence reported at BTM Layout Stage 2. Eve teasing.,Eve teasing
FIR000479,Drug Offence,2025-06-18,16:50,Chikkamagaluru,Narasimharajapura,CRITICAL,COLD,13.2983,75.7781,Drug Offence reported at MG Road. Street peddling.,Street peddling
FIR000480,Criminal Trespass,2025-06-19,05:29,Bengaluru Rural,Nelamangala,MEDIUM,UNDER_INVESTIGATION,13.0547,77.6146,Criminal Trespass reported at Uttarahalli. Illegal occupation.,Illegal occupation
FIR000481,Domestic Violence,2025-06-20,23:21,Ballari,Sandur,HIGH,COLD,15.1319,76.9142,Domestic Violence reported at JP Nagar 6th Phase. Physical abuse.,Physical abuse
FIR000482,Drug Offence,2025-06-21,02:08,Raichur,Raichur Town,HIGH,COLD,16.169,77.3395,Drug Offence reported at Sadashivanagar. Smuggling.,Smuggling
FIR000483,Burglary,2025-06-22,07:54,Hassan,Arsikere,LOW,COLD,13.0205,76.1106,Burglary reported at Subramanyapura. Window break.,Window break
FIR000484,Criminal Trespass,2025-06-23,13:50,Haveri,Ranebennur,MEDIUM,COLD,14.8057,75.4209,Criminal Trespass reported at Malleshwaram 8th Cross. Encroachment.,Encroachment
FIR000485,Arson,2025-06-24,14:54,Dakshina Kannada,Bantwal,MEDIUM,COLD,12.8478,74.8316,Arson reported at Vijayanagar 2nd Stage. Industrial arson.,Industrial arson
FIR000486,Domestic Violence,2025-06-25,01:06,Vijayanagara,Kampli,HIGH,CLOSED,15.2861,76.5868,Domestic Violence reported at Sadashivanagar. Marital rape.,Marital rape
FIR000487,Pickpocketing,2025-06-26,16:58,Tumakuru,Tiptur,LOW,UNDER_INVESTIGATION,13.3779,77.1222,Pickpocketing reported at HSR Layout Sector 3. Cut pocket.,Cut pocket
FIR000488,Murder,2025-06-27,02:12,Kolar,KGF,CRITICAL,COLD,13.1653,78.1157,Murder reported at Vijayanagar Town. Strangulation.,Strangulation
FIR000489,Burglary,2025-06-28,04:09,Uttara Kannada,Main Police Station,MEDIUM,UNDER_INVESTIGATION,14.8351,74.173,Burglary reported at Kumaraswamy Layout. Window break.,Window break
FIR000490,Fraud,2025-06-29,04:39,Mandya,Nagamangala,LOW,UNDER_INVESTIGATION,12.5705,76.9251,Fraud reported at RT Nagar. Identity theft.,Identity theft
FIR000491,Fraud,2025-05-31,19:51,Dharwad,Hubli North,HIGH,PENDING,15.4716,74.9856,Fraud reported at Sadashivanagar. Insurance fraud.,Insurance fraud
FIR000492,Arson,2025-06-01,02:25,Shivamogga,Bhadravati,HIGH,COLD,13.9645,75.538,Arson reported at Hebbal Ring Road. Forest fire.,Forest fire
FIR000493,Drug Offence,2025-06-02,11:24,Haveri,Ranebennur,CRITICAL,PENDING,14.8355,75.3811,Drug Offence reported at Sadashivanagar. Smuggling.,Smuggling
FIR000494,Fraud,2025-06-03,12:55,Bengaluru Rural,Magadi,CRITICAL,CLOSED,13.0683,77.6408,Fraud reported at Yelahanka New Town. Property fraud.,Property fraud
FIR000495,Pickpocketing,2025-06-04,08:22,Ballari,Kampli,MEDIUM,PENDING,15.1092,76.8838,Pickpocketing reported at Basavanagudi. Bus pick.,Bus pick
FIR000496,Murder,2025-06-05,15:34,Raichur,Lingsugur,CRITICAL,PENDING,16.2564,77.3721,Murder reported at Yelahanka New Town. Sharp weapon.,Sharp weapon
FIR000497,Robbery,2025-06-06,04:32,Udupi,Karkala,CRITICAL,COLD,13.3289,74.746,Robbery reported at HSR Layout Sector 3. Chain snatching.,Chain snatching
FIR000498,Criminal Trespass,2025-06-07,05:27,Vijayanagara,Hospet,HIGH,PENDING,15.243,76.6207,Criminal Trespass reported at Basavanagudi. Temple trespass.,Temple trespass
FIR000499,Assault,2025-06-08,15:30,Raichur,Sindhnur,MEDIUM,PENDING,16.2279,77.3415,Assault reported at Vijayanagar Town. Road rage.,Road rage
FIR000500,Fraud,2025-06-09,19:31,Yadgiri,Shahapur,CRITICAL,UNDER_INVESTIGATION,16.7232,77.1234,Fraud reported at Jayanagar 4th Block. Credit card fraud.,Credit card fraud
FIR000501,Kidnapping,2025-06-10,08:03,Kodagu,Madikeri,MEDIUM,CLOSED,12.3745,75.73,Kidnapping reported at Sadashivanagar. For ransom.,For ransom
FIR000502,Drug Offence,2025-06-11,07:19,Chitradurga,Hiriyur,LOW,UNDER_INVESTIGATION,14.1713,76.3778,Drug Offence reported at Sadashivanagar. Transportation.,Transportation
FIR000503,Pickpocketing,2025-06-12,00:12,Bengaluru Rural,Magadi,MEDIUM,COLD,13.1217,77.6318,Pickpocketing reported at Marathahalli Bridge. Distraction theft.,Distraction theft
FIR000504,Drug Offence,2025-06-13,15:21,Ballari,Sandur,CRITICAL,COLD,15.164,76.9071,Drug Offence reported at Rajajinagar. Online sale.,Online sale
FIR000505,Chain Snatching,2025-06-14,00:29,Bengaluru Urban,Banashankari,CRITICAL,COLD,12.9645,77.6026,Chain Snatching reported at Yelahanka New Town. Roadside snatch.,Roadside snatch
FIR000506,Assault,2025-06-15,23:36,Belagavi,Shahapur,HIGH,PENDING,15.8025,74.5227,Assault reported at RT Nagar. Road rage.,Road rage
FIR000507,Cybercrime,2025-06-16,05:33,Tumakuru,Madhugiri,CRITICAL,COLD,13.3718,77.064,Cybercrime reported at BTM Layout Stage 2. Social engineering.,Social engineering
FIR000508,Cybercrime,2025-06-17,22:34,Chitradurga,Hiriyur,MEDIUM,CLOSED,14.1729,76.3622,Cybercrime reported at Vijayanagar Town. Fake call centre.,Fake call centre
FIR000509,Vehicle Theft,2025-06-18,11:25,Hassan,Holenarasipura,MEDIUM,CLOSED,12.9684,76.0528,Vehicle Theft reported at Koramangala 1st Cross. Lock breaking.,Lock breaking
FIR000510,Vehicle Theft,2025-06-19,19:45,Raichur,Lingsugur,LOW,UNDER_INVESTIGATION,16.2277,77.3777,Vehicle Theft reported at Padmanabhanagar. Towing.,Towing
FIR000511,Drug Offence,2025-06-20,16:30,Belagavi,Maruti,LOW,CLOSED,15.8507,74.4764,Drug Offence reported at MG Road. Smuggling.,Smuggling
FIR000512,Chain Snatching,2025-06-21,05:36,Yadgiri,Yadgiri Town,MEDIUM,CLOSED,16.7527,77.0989,Chain Snatching reported at Rajajinagar. Pillion snatch.,Pillion snatch
FIR000513,Domestic Violence,2025-06-22,13:23,Kolar,KGF,CRITICAL,UNDER_INVESTIGATION,13.1118,78.1478,Domestic Violence reported at Vijayanagar Town. Verbal abuse.,Verbal abuse
FIR000514,Pickpocketing,2025-06-23,22:02,Yadgiri,Shahapur,MEDIUM,PENDING,16.806,77.124,Pickpocketing reported at Padmanabhanagar. Bus pick.,Bus pick
FIR000515,Robbery,2025-06-24,12:59,Vijayapura,Vijayapura Town,CRITICAL,UNDER_INVESTIGATION,16.8674,75.695,Robbery reported at Padmanabhanagar. Highway robbery.,Highway robbery
FIR000516,Burglary,2025-06-25,23:49,Udupi,Kundapur,HIGH,UNDER_INVESTIGATION,13.3298,74.7535,Burglary reported at Kumaraswamy Layout. Rooftop entry.,Rooftop entry
FIR000517,Fraud,2025-06-26,02:44,Koppal,Kushtagi,CRITICAL,UNDER_INVESTIGATION,15.3221,76.1355,Fraud reported at Padmanabhanagar. Identity theft.,Identity theft
FIR000518,Criminal Trespass,2025-06-27,09:27,Bidar,Bhalki,CRITICAL,PENDING,17.9101,77.505,Criminal Trespass reported at Mahalakshmi Layout. Temple trespass.,Temple trespass
FIR000519,Fraud,2025-06-28,19:01,Hassan,Hassan Town,HIGH,CLOSED,13.0359,76.1517,Fraud reported at Kumaraswamy Layout. Identity theft.,Identity theft
FIR000520,Domestic Violence,2025-06-29,07:21,Ramanagara,Ramanagara Town,LOW,PENDING,12.6863,77.2407,Domestic Violence reported at MG Road. Physical abuse.,Physical abuse
FIR000521,Drug Offence,2025-05-31,06:42,Mandya,Mandya Town,LOW,PENDING,12.4945,76.8627,Drug Offence reported at Uttarahalli. Online sale.,Online sale
FIR000522,Burglary,2025-06-01,14:09,Mysuru,Krishnaraja,CRITICAL,COLD,12.319,76.668,Burglary reported at Koramangala 1st Cross. Lock picking.,Lock picking
FIR000523,Fraud,2025-06-02,02:24,Kodagu,Ponnampet,CRITICAL,COLD,12.4487,75.7744,Fraud reported at Jayanagar 4th Block. Credit card fraud.,Credit card fraud
FIR000524,Sexual Offence,2025-06-03,20:56,Chamarajanagar,Main Police Station,LOW,PENDING,11.9721,76.9303,Sexual Offence reported at HSR Layout Sector 3. Eve teasing.,Eve teasing
FIR000525,Domestic Violence,2025-06-04,16:47,Haveri,Hangal,MEDIUM,COLD,14.8111,75.4444,Domestic Violence reported at Uttarahalli. Physical abuse.,Physical abuse
FIR000526,Assault,2025-06-05,13:54,Dakshina Kannada,Sullia,HIGH,CLOSED,12.9179,74.8181,Assault reported at Uttarahalli. Weapon attack.,Weapon attack
FIR000527,Vehicle Theft,2025-06-06,03:54,Tumakuru,Tumakuru Town,CRITICAL,CLOSED,13.325,77.0512,Vehicle Theft reported at Dasarahalli. Key duplication.,Key duplication
FIR000528,Robbery,2025-06-07,21:37,Kalaburagi,Gulbarga North,HIGH,COLD,17.3112,76.8409,Robbery reported at Peenya Industrial Area. Highway robbery.,Highway robbery
FIR000529,Vehicle Theft,2025-06-08,19:35,Mandya,Maddur,HIGH,CLOSED,12.5242,76.943,Vehicle Theft reported at Marathahalli Bridge. Carjacking.,Carjacking
FIR000530,Sexual Offence,2025-06-09,15:25,Haveri,Haveri Town,MEDIUM,COLD,14.8079,75.3772,Sexual Offence reported at MG Road. Harassment.,Harassment
FIR000531,Robbery,2025-06-10,06:43,Kalaburagi,Gulbarga South,HIGH,COLD,17.3353,76.8126,Robbery reported at Malleshwaram 8th Cross. Bank robbery.,Bank robbery
FIR000532,Pickpocketing,2025-06-11,09:34,Ramanagara,Kanakapura,CRITICAL,COLD,12.6876,77.2683,Pickpocketing reported at Kengeri Satellite Town. Bus pick.,Bus pick
FIR000533,Chain Snatching,2025-06-12,10:38,Belagavi,Maruti,LOW,COLD,15.8128,74.5139,"Chain Snatching reported at 12th Main, Indiranagar. Pillion snatch.",Pillion snatch
FIR000534,Burglary,2025-06-13,07:44,Mysuru,Udayagiri,HIGH,CLOSED,12.2508,76.5988,"Burglary reported at 12th Main, Indiranagar. Forceful entry.",Forceful entry
FIR000535,Vehicle Theft,2025-06-14,01:37,Shivamogga,Sagara,MEDIUM,PENDING,13.8981,75.5221,Vehicle Theft reported at Electronic City Phase 1. Key duplication.,Key duplication
FIR000536,Vehicle Theft,2025-06-15,06:02,Chikkamagaluru,Chikkamagaluru Town,LOW,COLD,13.3111,75.7424,Vehicle Theft reported at Sadashivanagar. Lock breaking.,Lock breaking
FIR000537,Vehicle Theft,2025-06-16,01:09,Dakshina Kannada,Mangaluru South,CRITICAL,UNDER_INVESTIGATION,12.8753,74.8275,Vehicle Theft reported at JP Nagar 6th Phase. Valet theft.,Valet theft
FIR000538,Drug Offence,2025-06-17,14:04,Udupi,Udupi Town,LOW,CLOSED,13.3417,74.7708,Drug Offence reported at Yelahanka New Town. Smuggling.,Smuggling
FIR000539,Burglary,2025-06-18,15:49,Mysuru,Nazarbad,LOW,UNDER_INVESTIGATION,12.3227,76.5992,Burglary reported at Whitefield Main Road. Disguised entry.,Disguised entry
FIR000540,Burglary,2025-06-19,13:31,Mysuru,Kuvempunagar,MEDIUM,COLD,12.2546,76.6659,Burglary reported at JP Nagar 6th Phase. Window break.,Window break
FIR000541,Burglary,2025-06-20,19:12,Mysuru,Vijayanagar,CRITICAL,UNDER_INVESTIGATION,12.32,76.5929,Burglary reported at MG Road. Window break.,Window break
FIR000542,Cybercrime,2025-06-21,13:45,Vijayanagara,Hospet,MEDIUM,PENDING,15.2951,76.5706,Cybercrime reported at Koramangala 1st Cross. Social engineering.,Social engineering
FIR000543,Chain Snatching,2025-06-22,11:42,Ballari,Kampli,HIGH,PENDING,15.1779,76.9635,Chain Snatching reported at Electronic City Phase 1. Market snatch.,Market snatch
FIR000544,Pickpocketing,2025-06-23,17:26,Vijayanagara,Kampli,LOW,COLD,15.2375,76.6295,Pickpocketing reported at Koramangala 1st Cross. Cut pocket.,Cut pocket
FIR000545,Chain Snatching,2025-06-24,00:38,Kalaburagi,Chincholi,CRITICAL,COLD,17.3198,76.8052,Chain Snatching reported at Electronic City Phase 1. Market snatch.,Market snatch
FIR000546,Assault,2025-06-25,04:48,Dakshina Kannada,Bantwal,CRITICAL,COLD,12.8348,74.839,Assault reported at Padmanabhanagar. Confrontation.,Confrontation
FIR000547,Drug Offence,2025-06-26,07:44,Bidar,Bhalki,MEDIUM,PENDING,17.9153,77.4919,Drug Offence reported at Padmanabhanagar. Smuggling.,Smuggling
FIR000548,Assault,2025-06-27,21:11,Dakshina Kannada,Mangaluru South,MEDIUM,PENDING,12.8426,74.8847,Assault reported at BTM Layout Stage 2. Weapon attack.,Weapon attack
FIR000549,Murder,2025-06-28,19:03,Mysuru,Vijayanagar,MEDIUM,PENDING,12.2626,76.6437,Murder reported at Dasarahalli. Strangulation.,Strangulation
FIR000550,Fraud,2025-06-29,00:32,Haveri,Ranebennur,LOW,COLD,14.79,75.3871,Fraud reported at Jayanagar 4th Block. Property fraud.,Property fraud
FIR000551,Vehicle Theft,2025-05-31,17:37,Raichur,Manvi,HIGH,COLD,16.2527,77.3801,Vehicle Theft reported at Koramangala 1st Cross. Key duplication.,Key duplication
